smiles,L,Bmin,Bmax,bur_shell,bur_vol,max_distance,tot_V,disp,max_axis,A2,min_axis
CC(=O)C#Cc1ccccc1,7.50361403,1.9407815275127405,8.010735190005319,0.0,28.932774179982303,9.787225958762669,75.53598916825159,2.9138972080997085,9.729526234839202,0.4453887789196624,0.18413636654220586
CC(=O)/C=C/c1ccc(Cl)cc1,7.94766809,2.119687217075103,8.42765716351394,0.0,31.993948154089523,10.064989431254027,94.64469299481193,2.9794613104457572,9.947809559400756,0.4496370749593358,0.2138216936632389
CC(=O)/C=C/c1ccc(C)cc1,7.92767513,2.1212429390684573,8.430023298435108,0.0,31.99929538287794,10.32492146640609,107.11811437122208,2.815243480117688,10.19656562093994,0.43901530087654034,0.23015557896830421
CC(=O)/C=C/c2ccc1OCOc1c2,7.87702844,2.144694828175407,8.99413121332266,0.0,31.996607941538514,10.537755698413763,110.72745490440465,3.0980870699088507,10.355882702780288,0.4206512098242931,0.23701280344652315
CC(=O)/C=C/c1ccco1,5.96745326,1.7903403100000002,8.024414296109603,0.0,29.295543412873474,9.012437953113743,64.59925416970985,2.8831819533489855,8.85137884498672,0.4799730599913984,0.194078690952025
CC(=O)/C=C/c1ccccc1,5.80529264,1.9932486455571303,8.34485684653538,0.0,29.31218507902049,9.525127042854836,79.88321131859564,8.19310414182372,9.486638863597666,0.47867724833851244,0.19546797993748002
CC(=O)/C(C)=C/c1ccccc1,5.88052053,2.13815644059527,8.385775514984608,0.0,33.24024310683235,9.533159513334608,134.3575029750716,3.4801391133694977,9.467245514597394,0.4674389791736534,0.33873968513983316
CC(C)(C)C=O,4.71913233,1.7668612432154476,4.5110501100022224,0.0,40.38425653865542,4.3884076509810255,67.57497501112309,3.9393406991238034,4.328975765487094,0.9678771270770611,0.8606175605046954
O=CCOCc1ccccc1,8.43627693,1.7,6.350855547840642,0.0,23.22233633309544,8.44036709822877,140.56283395274303,2.4467400234527665,8.403210165080658,0.518766281047449,0.4566285781879218
COC(=O)CCC=O,4.92819627,1.7,6.2210669010811745,0.0,28.626729624993214,6.055189582709481,76.13384454031117,5.436982422923186,5.40034108552622,0.8962678128029663,0.5393570858352814
CC(C)C=O,4.85357665,1.7,4.497676259926445,0.0,33.55256149517041,4.423983878197114,49.69499385009868,4.179710585116616,4.395666704703188,0.9010042310831112,0.6493988946881439
COc1cccc(C=O)c1,6.32724198,1.7,7.22687166000092,0.0,28.631226279720188,7.317445011536646,70.66200637908167,6.922140399395089,6.950449998407435,0.8092735869120442,0.260046988309767
N#Cc1cccc(C=O)c1,8.28829807,1.7,5.720237920092514,0.0,22.638175209926057,7.11149065231032,0.0013210761321421557,7.015905294509593,7.105706593870645,0.7430246218455229,4.955675130953915e-06
O=Cc1cccs1,6.1256726399999994,1.7,5.628502910000037,0.0,25.800789422930308,5.752910360185302,0.0001995351464863515,2.594824015772365,5.567142184760499,0.6784698430696932,1.7044800228518368e-06
O=CC1CCCCC1,6.49453263,1.7679998548387856,4.776189556951347,0.0,25.8218927240092,6.3506227446656,77.23415698803711,5.896623602496228,6.350196196195167,0.6780723044963085,0.4448073694127051
O=Cc1cccc(F)c1,6.93729366,1.7,5.723691950071826,0.0,26.34596291195593,6.093209890243595,0.0009676841486523578,6.084094408892417,5.90125654285724,0.8394818136563278,5.609044041978493e-06
O=Cc1ccc(F)cc1,6.32651339,1.7,6.194194370000099,0.0,26.342323700564936,6.330239688442256,0.0001590442019681623,2.0099419478493323,6.324876468097,0.7240445324521255,8.681532990559887e-07
O=Cc1ccc(Br)cc1,6.3462483800000005,1.7,7.024417320001094,0.0,26.335031728282804,6.883202070275169,0.0008254579407474906,6.226835872157756,6.877374395817197,0.6634882873410387,3.824667511717529e-06
O=CCCCCCCBr,4.61007829,1.7,8.178185265878817,0.0,28.911846679463803,8.061952388655735,97.57803654935061,3.603849161247938,7.87058979578878,0.5513754747458929,0.36298008319800507
O=CCCCCCCCOCc1ccccc1,11.0028744,1.7,12.136730359140712,0.0,25.75727194114772,14.611554990655343,243.88661111706884,2.8506827101289702,14.572889109027543,0.30863676231220694,0.2553308694234331
C=CCCCCCCCCC=O,4.40531736,1.7,10.358543537298173,0.0,29.083350217686306,10.35532828353354,221.98115954401754,2.9715821734111327,10.33696617546232,0.5404847628006368,0.37183766155946074
CC=O,3.7709468700000004,1.7,3.218170490003147,0.0,24.290970006781514,3.0989813772983474,14.677415248318423,1.8943392681307,2.9377053255042336,0.9521330407679659,0.6080331440359006
CCC1(C)C=CC(=O)C=C1,7.88859784,2.6577066965945937,3.7344755549738666,0.0,34.453985696939995,7.101346306200578,128.47493413556086,6.246738025626755,6.9650650907999125,0.6476620910770803,0.5870760828263596
CCCC1(C)C=CC(=O)C=C1,8.63357291,2.654071803426785,4.912001603395665,0.0,28.955776513239474,8.288711103579375,129.93791573881484,6.907477496163538,8.269862311086378,0.5217687026217379,0.44031454775444484
CC1(C)C=CC(=O)C=C1,6.8090608999999995,2.648687293711597,3.3003300860060465,0.0,39.345459659911405,5.928285977260203,109.87446857047249,3.313881394275585,5.719050299250181,0.7729709980184761,0.7599094398685815
CC(C)C1(C)C=CC(=O)C=C1,7.74008053,2.600820974100454,4.058974235141826,0.0,40.26260033935573,7.004369288071596,129.41907635411783,3.152450233323964,6.835553828549804,0.6473534899685095,0.6259442862097154
C=CCC1(C)C=CC(=O)C=C1,6.93036619,2.658133227297995,5.634726180083298,0.0,29.36033598513912,6.698333038371024,165.64356277578824,6.642453501590922,6.379991235487223,0.9441981201841693,0.6755401800271362
C/C(C)=C\CCC1(C)C=CC(=O)C=C1,11.41699042,2.684791089478094,4.053827437407906,0.0,32.634940659946615,10.4326004347988,219.03919923830207,3.6399463323815793,10.382788777136224,0.4448541206775981,0.4399083123116854
CC2(Cc1ccccc1)C=CC(=O)C=C2,10.31309057,2.6372300373854154,6.28379348941982,0.0,44.62771019998093,9.673638904178814,194.37888231209155,9.090544147784065,9.633047906657495,0.5663268125061836,0.38396425578108
CC2(CCc1ccccc1)C=CC(=O)C=C2,10.78628912,2.654184435823355,7.467426694795956,0.0,42.562165586913466,10.73238701745023,269.8199981157366,9.66005793852631,10.70576198812733,0.5348541961299427,0.41113644466947785
CC2(c1ccccc1)C=CC(=O)C=C2,9.48723577,2.729161292494849,5.7407262000223245,0.0,42.66115696725164,8.679807846976065,215.55114848148614,8.270849127387375,8.584038884096048,0.6613012027756898,0.5153188154989093
COC1(C)C=CC(=O)C=C1,6.77356686,2.6459556127488764,4.193583050001755,0.0,33.78126031334465,6.187042487456236,129.45379158555104,3.4578585729575293,5.783568922518972,0.8787399871579049,0.7614942692637774
CC1(C#N)C=CC(=O)C=C1,7.3681478899999995,2.7043164949537766,3.570868960011441,0.0,38.61287838596169,6.159119764217116,105.92029379323293,3.0251366564268753,6.091202797145501,0.7264223661889654,0.6451798460627408
COC(=O)C1(C)C=CC(=O)C=C1,5.00338742,2.743932948929034,6.64352351187582,0.0,28.712596925806196,7.923972488201607,166.8318858222045,3.6951825372149982,7.8290427065627854,0.6010424258477812,0.5784261836917018
C/C=C/1CCCCC1=O,6.12754971,2.417077157668425,5.546468002929914,0.0,29.324756290222297,7.163201764812519,108.76906284235774,4.420848565426184,7.084752345385994,0.690319174333616,0.4430792676048727
CC/C=C/1CCCCC1=O,6.13211496,2.6509510547196684,6.598261166133557,0.0,29.645416934150848,7.772781672046844,138.3914626087512,4.98166450820465,7.764590664486477,0.6538127500142445,0.4521684096353817
C=C1CCCC1=O,5.36760021,2.2470490131128993,4.421239966053837,0.0,32.28078921314018,5.416807918860412,58.92612797445561,3.987058980961944,5.40066397524844,0.7591921148410169,0.4927365130469874
C/C=C/1CCCC1=O,5.36125399,2.2400973191518685,5.531689967599595,0.0,29.02177848330409,6.516785837235183,73.18478430869929,4.427563027421355,6.369237385405794,0.6741550371319045,0.4201445231009219
CC/C=C/1CCCC1=O,5.36086295,2.4027957599028604,6.751043835605539,0.0,28.766510008703218,7.776843688920579,100.03327866871815,6.034915680890289,7.693228835747599,0.5529476841019266,0.3973145848294085
CCCC/C=C/1CCCC1=O,6.23788386,2.2178486814522524,8.381238741076018,0.0,31.22283253877684,9.63042921023008,135.40879322847607,7.492907644597226,9.618880238653558,0.5020003274024855,0.3030883997370803
C/C(C)=C\1CCCC1=O,5.3516514399999995,2.3533003546582867,5.545657247508424,0.0,34.967898886191264,6.574959111643394,73.87495697296592,4.3410635452329345,6.094669388259026,0.7238695965673998,0.4508026385882156
C/C=C/1CCCC(C)(C)C1=O,6.0402751,2.974423040678079,5.544489190973962,0.0,29.277800831608936,7.907439969872569,156.69423303464816,4.787834294207705,7.89291083213147,0.6476263548610129,0.4920586940086863
C=C1CCCC(C)(C)C1=O,6.10333637,2.9058673183940877,4.5194319244326095,0.0,35.17655291017264,6.793989505663474,132.25020629425097,4.258474242570773,6.672945923562622,0.7661666607101927,0.5809253013108285
C=C1C(=O)CCCC1(C)C,6.27827069,2.313016557411065,4.592807148505377,0.0,39.62729961401574,6.082190625381266,125.53993996909642,3.5940084721117,5.762567640831339,0.9999079235639425,0.6561056811532621
C=C1CCC(C)=CC1=O,6.20160893,2.3241835877430748,4.596312924272154,0.0,33.59357267090086,6.977297189406341,87.96529397231839,3.304661210459667,6.743167499609672,0.701421744340053,0.40901599363620617
C=C1CCC=C(C)C1=O,6.20408021,2.294841567935955,4.523319144818332,0.0,33.67994079243724,6.801681557733604,96.25109448562954,4.116502024132099,6.739446241085043,0.7553331766010931,0.41628855952937516
C=C1CC(C)(C)C=CC1=O,7.2486315999999995,2.642764214825639,4.449127623672008,0.0,35.03035349867675,6.759077991340705,136.0612623239044,3.3774895806072176,6.309856910945858,0.8766759685158113,0.6177842919585083
C=C2CCc1ccccc1C2=O,6.26127176,2.3708369133439247,5.742792352635704,0.0,33.75382680858264,8.261463646006538,128.40739801825754,5.690678485885279,8.260199276585368,0.6513580110431234,0.3497830115100554
COC(=O)/C=C/c1cccc(Br)c1,6.18759477,2.164202966883967,9.475425794892494,0.0,27.258093152630646,10.734456177203734,86.69945849498848,3.1737893405441584,10.409910723814228,0.46243288528496584,0.16619833140845405
COC(=O)/C=C/c1ccccc1Br,5.77192674,2.3732350154367303,8.01977131375725,0.0,27.261460739009923,10.34551986246667,140.96207903058075,8.459001231273872,10.313340254575557,0.5356048155743078,0.23991631658412255
COC(=O)/C=C/c1ccc(C(F)(F)F)cc1,6.7227571,2.1392701467004622,10.020207563257221,0.0,27.266929297233467,11.782931535886982,107.64906105547742,3.0374247110455013,11.466241077259994,0.38932505916190924,0.18341492906935544
COC(=O)/C=C/c1cccs1,5.93589841,1.9313658920536803,8.11579344000062,0.0,27.256599212383513,10.170428659179672,68.34424352899751,3.4900006684195715,9.879119195556004,0.38868519534871643,0.18236826466954328
COC(=O)/C=C/CC(C)C,7.8071319599999995,1.9969442355066989,5.809267816482641,0.0,27.798217006118776,8.200482644010544,143.0542060758297,3.4015887318006555,8.097374136739152,0.5415221822236453,0.49756722069605197
CCC/C=C/C(=O)OC,6.31244158,2.0457608704726207,5.864575655301328,0.0,32.46704417991131,8.17348403948848,97.2999461805721,3.749384419431443,8.014601573298593,0.5254192897239474,0.3597168445358997
CC/C=C/C(=O)OC,6.77910987,1.9903322423948182,4.997501122521628,0.0,28.35531473721883,8.083563366158069,99.39966691329627,4.057833407545481,7.976518827961744,0.5097550830440384,0.3842228420269771
COC(=O)/C=C/CBr,4.48058961,1.9472875957582076,6.740988348895524,0.0,27.259030062843863,7.924326873829552,63.07024556837485,5.490618325535398,7.822366167375707,0.3792970492295508,0.34740065521369945
C/C=C/C(=O)OC,5.8305716,1.9908511400000002,4.578386390001657,0.0,26.53392878777118,6.7776068260612865,43.438905163941136,3.58574429412042,6.504031822254534,0.5699409743596343,0.27701355313904114
C=C(C=O)CC,6.2369837299999995,1.7,4.4494119688929,0.0,34.33742405612362,5.3774635892893405,65.21012632856966,4.237956249155256,5.356067144991734,0.7726510022985035,0.5492798036573043
C=C(C=O)Cc1ccccc1,5.091589519999999,1.7,7.676961906114166,0.0,34.488686327301735,7.527328218317371,115.8438120238777,2.3510581405434032,7.3288537940928205,0.6874889292105734,0.42805439212764584
C/C=C/C=O,4.4132269,1.7,5.4932753981886355,0.0,26.439792398625826,5.327376986511739,26.562944118971156,1.7301503107549963,4.858431771637491,0.6342087192762562,0.3652209447354057
CC/C=C(C)/C=O,6.9472057,1.7,4.508762050575494,0.0,29.553027971609243,6.7662661134948126,79.97458320778907,5.446280239694055,6.744101395897286,0.5862359702517501,0.4447410832428904
O=CC1=CCCCC1,6.43509759,1.7,5.56238881588146,0.0,26.15415786476095,6.160038098044103,77.3919957832742,3.2646535261491145,6.158666981007114,0.7270875133735417,0.4556686991101504
C=C(C)C=O,5.07439578,1.7,4.49683327000185,0.0,31.246801586621913,4.479776827149826,30.071212383962784,2.0777047814308136,4.455552277086049,0.8519223259265608,0.39906745129752297
C=CCCCCCCCC(=C)C=O,12.76343428,2.313381280113168,5.8763992897162085,0.0,29.358013430856154,12.593937520168536,187.02359286900688,11.066805948626389,12.497490786190234,0.37244169570298175,0.2572584359050391
C=C(C=O)CCCCO[Si](C)(C)C(C)(C)C,5.36357039,1.7,11.559077085657448,0.0,36.85692762276614,11.483692676112982,347.3307051963737,4.211999152353646,11.326477384617913,0.5495395235049647,0.43497035470324674
C=C(C=O)Cc1ccccc1F,7.065933240000001,1.7,5.64334829568336,0.0,37.1942227649907,7.667601012891814,118.70524623758945,6.444457852838549,7.371032278036173,0.6681335406586779,0.44363081001702626
CC/C=C/C=O,4.41376373,1.7,6.715894688475298,0.0,28.32983106974309,6.583095671213051,62.4514353898158,2.8761706652046364,6.445604121124131,0.5163997087091484,0.4516120809927547
CCC/C=C/C=O,7.8216833,1.7,4.980636532546463,0.0,30.82113333765007,7.303383712127458,73.70953015047508,6.508498065403038,7.198973238673032,0.508328786734134,0.3886576862624259
CCCCCCC/C=C/C=O,5.47766014,1.7,11.85340608861703,0.0,31.037992945341013,11.63496463921072,172.28293016482604,2.305201267223153,11.558845323239995,0.38896369659826796,0.2868070510485511
CC(C)C/C=C/C=O,4.70679717,1.7,7.316412410897946,0.0,37.29545775758416,7.212646267966887,97.60802050160258,2.8056897715550453,6.727077895633692,0.5729569486395041,0.5596082968471154
CCOC(=O)/C=C/C=O,6.91495546,1.7,7.985851720000227,0.0,26.69640159137084,8.081638721156056,60.73856045600491,2.4627419307183795,7.832776485856417,0.5524308631831815,0.22879122283179934
COc1ccc(/C=C/C=O)cc1,9.63095339,1.7,7.954201030535484,0.0,28.62372877579525,10.7671616025665,105.24333978132877,2.59439056003019,10.761686511939146,0.43434273325761485,0.19441109699167347
C=Cc1cccc(/C=C/C=O)c1,8.544671750000001,1.7,8.438862144485809,0.0,28.64028864136088,9.742160538127488,0.045728251171086164,1.9463136418982778,9.456079720502698,0.5859053352724971,9.230468936168175e-05
O=C/C=C/c1ccc(Br)cc1,9.06802585,1.7,7.846771820014899,0.0,22.769159214922844,9.412255914830212,0.01271088537798186,8.965529534451608,9.411818421050029,0.49599049745894525,3.0738440267202235e-05
O=C/C=C/c1ccc(Cl)cc1,8.87775964,1.7,7.639049710019616,0.0,22.767990174645128,9.245856582738902,0.01999767507361443,2.666901230309065,9.245372189626716,0.5052548387647137,5.008363348195238e-05
O=C/C=C/c1ccco1,7.82003716,1.7,6.718880790003437,0.0,22.74546091306022,8.061132415306737,0.0005547173460973413,2.604774769373529,8.002491310133653,0.5262071270882647,2.0570241331789803e-06
C/C=C(C)/C=O,5.24052277,1.7,5.519783458231932,0.0,29.143798826595223,5.359282686032707,34.415268390636015,4.559741079689019,4.819137876811551,0.8348357635768872,0.36833421253803045
O=CC1=CCCC1,5.83445806,1.7,5.430171857369591,0.0,25.626411636760622,5.629189718386857,52.41339040403262,2.940805284480353,5.480188480642502,0.73199966666139,0.43505572058670483
C=CC=O,4.21249163,1.7,4.433793290000064,0.0,27.168142393929706,4.28885775274683,0.00014408968144515044,2.9261711421303853,3.936276542547304,0.7842372601429505,3.0125107301089726e-06
